10/02/17,"По состоянию на 11.49 мск стоимость глобальных депозитарных расписок (GDR) ""Роснефти"" поднималась на 0,71% - до 6,41 доллара, ""Лукойла"" - на 0,43%, до 55,54 доллара, ""Новатэка"" - снижалась на 0,48%, до 123,90 доллара. Бумаги ""Газпрома"" дешевели на 0,13% - до 4,76 доллара, ""Газпром нефти"" - на 0,76%, до 19,70 доллара. Цена бумаг ВТБ снижалась на 0,71% - до 2,30 доллара, Сбербанка - на 0,49%, до 11,57 доллара. Стоимость расписок TCS Group Holding Plc, в которую входит Тинькофф банк, опускалась на 0,43%, до 9,36 доллара. Бумаги ""Норникеля"" теряли в цене 0,45%, достигая отметки в 17,02 доллара, ""Северстали"" - прибавляли 0,65%, до 15,45 доллара. Расписки НЛМК дорожали на 0,85% - до 20,68 доллара. Стоимость бумаг ""Магнита"" росла на 0,96%, до 38,24 доллара, ""Ленты"" - на 0,75%, до 8,06 доллара. Бумаги АФК ""Система"" оставались на уровне закрытия торгов четверга в 9,66 доллара."
10/02/17,"К 11.59 мск акции ""Детского мира"" снижались к цене IPO на 1,6% - до 84,65 рубля. При этом индекс ММВБ снижался на 0,42%. Объем торгов акциями ритейлера к текущему моменту составляет порядка 1,37 миллиарда рублей, что ниже только чем у Сбербанка, акции которого традиционно считаются наиболее ликвидными бумагами. ""Детский мир"" в середине января официально заявил о намерении провести IPO на Московской бирже. Первоначально компания ориентировала инвесторов на цену размещения в диапазоне 85-105 рублей за бумагу. В среду ритейлер сообщил, что в рамках IPO размещает акции по 85 рублей за бумагу. Акционеры компании продали 216,515 миллиона акций (29,3% капитала ритейлера), а в случае реализации опциона дополнительного размещения объем продажи составит 247,912 миллиона акций (33,55% капитала). Объем предложения составляет 21,1 миллиарда рублей в случае полного исполнения опциона, или 18,4 миллиарда без него."
10/02/17,"Курс денежной единицы РФ против основных резервных валют продолжает продвигаться к максимумам года, укрепляясь уже третий день подряд. Курс доллара расчетами ""завтра"" на 13.42 мск снижался на 22 копейки, до 58,73 рубля, курс евро - на 35 копеек, до 62,50 рубля. РУБЛЬ ОКОЛО МАКСИМУМОВ ГОДА Курс рубля днем уверенно повышался к доллару и евро на фоне позитивной динамики рынка нефти, закрепляющегося на уровне 56 долларов за баррель сорта Brent. Уровень добычи нефти ОПЕК в январе сократился на 1 миллион баррелей в день, достигнув 32,06 миллиона баррелей в сутки, что поддерживает цену нефти. Кроме того, постоянный представитель России при международных организациях в Вене Владимир Воронков заявил, что продление соглашения между странами-производителями нефти, входящими и не входящими в ОПЕК, которое было заключено в декабре 2016 года сроком на шесть месяцев, не исключено и за пределы этого периода; все будет зависеть от результатов первого полугодия. В итоге, как свидетельствуют рыночные индикаторы, спрос на рубли сохраняется высоким - ставка overnight MosPrime составляет 10,39% годовых. На этом фоне доллар и евро теряли 0,4-0,6%. Доллар опускался ранее в пятницу до 58,63 рубля, а евро – до 62,41 рубля, что близко к минимумам года - 58,56 рубля и 62,32 рубля соответственно. Рублевая цена нефти подросла в район отметки 3,3 тысячи рублей за баррель. ПРОГНОЗЫ Рубль продолжает смотреть в сторону укрепления, поддерживаемый, в том числе, высокими процентными ставками в РФ в отсутствие явной жесткости в последнем пресс-релизе Федеральной резервной системы (ФРС) США, говорят аналитики Росбанка. При этом возможное дальнейшее смягчение монетарной политики Банка России может быть более плавным: ""При возобновлении смягчения денежно-кредитной политики (ДКП) величина понижений ключевой ставки может быть 25, а не 50 пунктов и более, как в прошлые годы, что будет способствовать более плавному сокращению процентного дифференциала между Россией и развитыми экономиками"". ""Рост профицита счета текущих операций РФ в январе 2017 года до 8,6 миллиарда долларов против 4,6 миллиарда годом ранее оказывает поддержку курсу рубля"", - добавляют также в Росбанке. Снижение ключевой ставки ЦБ с шагом 25 пунктов более вероятно лишь после начала цикла смягчения ставок, когда Центробанк будет их понижать практически на каждом заседании, считает Том Левинсон из компании ""Сбербанк КИБ"". ""Значительный профицит счета текущих операций в январе стал основным фактором укрепления рубля и поможет нивелировать негативный эффект валютных интервенций Минфина в феврале-марте. На фоне высоких цен на нефть рубль пока удержит завоеванные позиции (58,50-59,00 за доллар)"", - заключил он."
10/02/17,"Индекс ММВБ к 15.14 снижался на 0,47%, до 2163,82 пункта, индекс РТС - на 0,27%, до 1160,02 пункта, следует из данных Московской биржи. Курс доллара расчетами ""завтра"" дешевел при этом на 19 копеек, до 58,77 рубля, курс евро - на 37 копеек, до 62,48 рубля. Апрельский фьючерс на нефть марки Brent рос на 1,2% - до 56,3 доллара за баррель. КОРПОРАТИВНЫЕ ИСТОРИИ Акции ""Детского мира"" упали в пятницу ниже цены первичного размещения (IPO) в 85 рублей на рекордно высоких оборотах, следует из данных Московской биржи. К текущему моменту акции компании снижались к цене IPO на 1,18% - до 84 рублей (уже снижались до 83,6 рубля). Объем торгов акциями ритейлера к текущему моменту составляет порядка 1,37 миллиарда рублей, что ниже, чем только у Сбербанка, акции которого традиционно считаются наиболее ликвидными бумагами. ""Детский мир"" в середине января официально заявил о намерении провести IPO на Московской бирже. Первоначально компания ориентировала инвесторов на цену размещения в диапазоне 85-105 рублей за бумагу. В среду ритейлер сообщил, что в рамках IPO размещает акции по 85 рублей за бумагу. Акционеры компании продали 216,515 миллиона акций (29,3% капитала ритейлера), а в случае реализации опциона дополнительного размещения объем продажи составит 247,912 миллиона акций (33,55% капитала). Объем предложения составляет 21,1 миллиарда рублей в случае полного исполнения опциона, или 18,4 миллиарда без него. ""Торги ""Детского мира"" начались с небольшой коррекции. В первые дни активность спекулянтов будет сдерживать маркет-мейкер, я ожидаю, что бумага будет торговаться вблизи 85 рублей, но через одну-две недели может пойти наверх"", - считает Георгий Ващенко из компании ""Фридом Финанс"". ЛИДЕРЫ И АУТСАЙДЕРЫ Среди лидеров роста - акции ""Камаза"" (2,1%), ""Мостотреста"" (4,68%), ""Магнита"" (1,55%), ""Соллерса"" (1,34%), ""Фосагро"" (1,23%), а также акции ""Дикси"" (1,15%). Среди лидеров снижения – бумаги ""Башнефти"" (обыкновенные акции снижаются на 5,37%, обыкновенные – на 0,43%), бумаги ""Сургутнефтегаза"" (префы снижаются на 2,08%, обыкновенные – на 0,91%), ""Газпромнефти"" (-0,58%), ""Роснефти"" (-0,42%), бумаги ""Татнефти"" (префы снижаются на 1,06%, обыкновенные на 1,13%). ПРОГНОЗЫ И РЕКОМЕНДАЦИИ ""Ожидаю, что до конца дня рынок сохранит боковую или слабонегативную динамику. Индекс ММВБ может потерять до 0,5%, до уровня 2160 пунктов, хотя к вечеру не исключен отскок. Поводов для беспокойства нет, но чувствуется нежелание игроков оставлять длинные позиции на выходные"", - комментирует Ващенко. Более того, Валерий Евдокимов из Нордеа банка считает, что в дальнейшем возможен рост рынка по индексу ММВБ, после его двухдневного снижения."
10/02/17,"В октябре 2015 года стало известно, что ""Энел Россия"" заключила с ""Новатэком"" договор на поставку газа для Невинномысской ГРЭС в 2016–2018 годах. Сумма сделки составляет не более 29,39 миллиарда рублей без учета НДС. Сделка совершена 21 октября 2015 года. Она была одобрена советом директоров ""Энел России"" 23 сентября 2015 года. ""Новатэк"" позднее сообщил, что будет поставлять для Невинномысской ГРЭС около 2 миллиардов кубических метров газа в год в 2016–2018 годах. Также совет директоров ""Энел России"" планирует обсудить ряд кадровых изменений - внесение изменений в состав правления, утверждение кандидатов на должность первого уровня общей организационной структуры компании, кандидатуры для избрания в наблюдательный совет ассоциации ""НП Совет рынка"" и утверждение кандидатуры для избрания в наблюдательный совет ассоциации ""Совет производителей энергии"". Кроме того, на заседании будут рассмотрены отчет гендиректора о работе общества за 2016 год; одобрение договоров поставки угля, допсоглашения к генсоглашению об открытии возобновляемой рамочной кредитной линии Сбербанка и договора оказания услуг с ""Энел Рус Винд Дженерейшн"", являющегося сделкой, в совершении которой имеется заинтересованность; утверждение стратегии закрытия ""дочки"" - ""ОГК-5 Финанс"", рассмотрение отчета об исполнении поручения, выданного советом директоров руководству компании 16 ноября. ""Энел Россия"" входит в группу Enel. Производственными филиалами компании являются: Конаковская ГРЭС, Невинномысская ГРЭС, Среднеуральская ГРЭС, Рефтинская ГРЭС. По итогам 2016 года компания снизила отпуск электроэнергии на 2,4% по сравнению с 2015 годом, до 41 тысячи ГВт.ч."
10/02/17,"По итогам торгов стоимость глобальных депозитарных расписок (GDR) ""Роснефти"" выросла на 0,39% - до 6,39 доллара, ""Лукойла"" - на 1,18%, до 55,95 доллара, ""Новатэка"" - на 2,01%, до 127 долларов. Бумаги ""Газпрома"" подорожали на 1,03%, до 4,82 доллара, а цена расписок ""Газпром нефти"" снизилась на 0,25%, до 19,80 доллара. Стоимость бумаг ""Норникеля"" выросла на 1,14% - до 17,29 доллара, ""Северстали"" - на 0,65%, до 15,45 доллара, НЛМК - на 1,22%, до 20,75 доллара. Цена бумаг ВТБ снизилась на 0,13% - до 2,31 доллара, Сбербанка — на 1,07%, до 11,50 доллара. Стоимость расписок TCS Group Holding Plc, в которую входит Тинькофф банк, уменьшилась на 2,13%, до 9,20 доллара. Стоимость расписок ""Магнита"" выросла на 3,64% - до 39,25 доллара, стоимость бумаг ""Ленты"" осталась на уровне предыдущего закрытия в 8 долларов. Бумаги АФК ""Система"" подешевели на 0,62% - до 9,60 доллара."
10/02/17,"Планируемый обязательный перевод работников бюджетной сферы РФ и получателей социальных пособий и выплат на карту национальной платежной системы ""Мир"" вызвал ранее протест у Сбербанка и Федеральной антимонопольной службы (ФАС), вставших на защиту конкуренции. Глава ФАС Игорь Артемьев сообщил в пятницу, что антимонопольное ведомство совместно с ЦБ согласовали механизм, согласно которому бюджетники смогут отказаться от начисления им зарплаты на карту ""Мир"", но в этом случае они смогут получать свои средства только наличными в кассе. ""Это мощный возврат в 1990-е. Не понятно даже, в какие кассы люди придут, потому что очень многие крупные организации сократили свои издержки и аннулировали эти кассы, распространив зарплатные проекты, когда все выплаты идут сразу на зарплатные счета. Не понятно, почему люди захотят отказаться от удобного платежного инструмента национального масштаба, чтобы пойти стоять в очередях в кассы за этими наличными"", - считает Обаева. По ее мнению, преимущество карт перед наличными заключается и в программах лояльности, предполагающих бонусы при расчете этим платежным инструментом, а карта ""Мир"" при этом заявляет, что готовит выгодную программу лояльности. ""Сам процесс, требующий прихода клиента в банк для подачи заявления, а затем за самой картой, если так построен бизнес-процесс кредитной организации, заставит сделать от одного до двух походов в банк. Это, наверное, единственное обременение, которое накладывается на бюджетников"", - добавила она."
10/02/17,"Индекс ММВБ к закрытию снизился на 0,54% - до 2152,19 пункта, индекс РТС вырос на 0,09%, до 1164,21 пункта, следует из данных Московской биржи. Курс доллара расчетами ""завтра"" к 22.40 мск снижался на 66 копеек - до 58,3 рубля, курс евро - на 88 копеек, до 61,97 рубля. Апрельский фьючерс на нефть марки Brent рос на 1,87% - до 56,67 доллара за баррель. ""К концу торговой сессии пятницы российскому фондовому рынку удалось вырасти относительно уровней середины дня, в результате чего основные индексы закончили день разнонаправленно. Поддержку покупкам оказала стабильная ситуация на рынке энергоносителей, где нефть марки Brent закрепилась выше 56,5 доллара, так и фиксация прибыли по спекулятивным коротким позициям после трех сессий роста"", - комментирует Богдан Зварич из ""Финама"". КОРПОРАТИВНЫЕ ИСТОРИИ Акции ""Детского мира"" упали на дневных торгах в пятницу ниже цены первичного размещения (IPO) в 85 рублей (снижались до 83 рублей) ах. Тем не менее, к закрытию торгов смогли восстановиться до 85 рублей. ""Детский мир"" в середине января официально заявил о намерении провести IPO на Московской бирже. Первоначально компания ориентировала инвесторов на цену размещения в диапазоне 85-105 рублей за бумагу. В среду ритейлер сообщил, что в рамках IPO размещает акции по 85 рублей за бумагу. ""Столь незначительное снижение не стоит воспринимать как сигнал к тому, что акции не интересны инвесторам. Колебание цены в первые несколько недель после IPO это частая практика - рынок пытается нащупать равновесный уровень. Вероятнее всего цена в ближайшее время стабилизируется. Серьезные выводы по динамике цены можно будет сделать после первых после IPO операционных и финансовых результатов компании"", - считает директор инвестиционной группы UCP Андрей Марченко. ЛИДЕРЫ И АУТСАЙДЕРЫ Среди лидеров роста — акции ""Мостотреста"" (4), ОГК-2 (2,46%), ""Камаза"" (2,01%), ""Соллерса"" (1,51%), ""Магнита"" (1,42%), ПИКа (1,27%) и акции ""Новатэка"" (1,22%). Среди лидеров снижения — обыкновенные акции ""Башнефти"" (-4,87%), акции ММК (-2,86%), префы ""Сургутнефтегаза"" (-2,68%), обыкновенные акции Сбербанка (-1,91%), акции ТМК (-1,8%), АФК ""Системы"" (-1,65%), ""Распадской"" (-1,28%), префы ""Мечела"" (-1,27%), акции ""Газпрома"" (-1,13%). ПРОГНОЗЫ И РЕКОМЕНДАЦИИ В целом рынок продолжает находиться под давлением продавцов, но импульс к снижению локально выдыхается: неплохая конъюнктура фондовых рынков и стабильность цен на нефть позволяют рассчитывать на отскок ограниченной амплитуды в начале следующей недели, считает Евгений Локтюхов из Промсвязьбанка. ""Но мы по-прежнему осторожно смотрим на перспективы рынка в феврале, так как не видим пока значимых конъюнктурных идей в ""голубых фишках"" в условиях крепкого рубля"", - добавляет он. Индекс ММВБ отступил в область очередной поддержки, на пути у ""медведей"" уровень в 2150 пунктов, что является своеобразным рубежом, полагает Анна Бодрова из ""Альпари"". В случае ухода под него краткосрочный торговый диапазон сместится в коридор 2125-2160 пунктов, считает она."
13/02/17,"НПК ""Уралвагонзавод"" продает 100% своей дочерней компании ""УВЗ-Логистик"" структуре НПФ ""Благосостояние"" (""Тринфико проперти менеджмент"", управляет пенсионными резервами НПФ ""Благосостояние""), но парк останется под управлением ФГК, сообщал ранее УВЗ. ""Ведомости"" ознакомилась с основными условиями сделки, их подлинность подтвердили человек, близкий к одной из сторон сделки, и человек, знакомый с топ-менеджментом одного из участников. Как говорится в соглашении, за 100% долей ""УВЗ-логистик"" покупатель заплатит 1 миллион рублей. У оператора есть долги перед материнской компанией (24,4 миллиарда рублей) и перед лизинговыми компаниями (91,5 миллиарда рублей). Чтобы ""УВЗ-логистик"" могла частично погасить долг перед УВЗ, ФГК может выдать ей как минимум пятилетний кредит на 12,5 миллиарда рублей под 11% годовых, следует из текста соглашения. А остаток задолженности в этом случае может быть реструктурирован в задолженность тоже под 11% годовых, которую ""УВЗ-логистик"" будет возвращать УВЗ в течение трех лет, поручителем может стать ФГК, указано в соглашении. ""Это один из вариантов, – уточняет человек, близкий к одной из сторон сделки. – Второй вариант – ФГК выплатит ""УВЗ-логистик"" авансом арендный платеж за пять лет, за счет этих средств будет частично погашен долг перед УВЗ"". ""У ФГК есть средства на инвестиционную деятельность, – говорит человек, близкий к компании. – Компания планировала купить в этом году около 20 000 новых вагонов, но может пересмотреть свои планы и вложиться в вагоны ""УВЗ-логистик"". ФГК может помочь ""УВЗ-логистик"" расплатиться и с долгами перед лизинговыми компаниями (""Газпромбанк лизинг"" и ""Сбербанк лизинг""), следует из соглашения: ""дочка"" РЖД может внести предоплату арендных платежей в размере просроченного долга перед лизинговыми компаниями – 3,2 миллиарда рублей."
13/02/17,"Суд в понедельник решил истребовать из органов ФМС информацию о месте жительства Резника и на этом основании отложил слушания. Как пояснил представитель Автоторгбанка в суде, задолженность Резника превышает 660 миллионов рублей, она подтверждена вступившим в силу в октябре 2016 года решением Басманного суда. Суд по иску банка взыскал денежные средства в размере 10,2 миллиона долларов с Резника как поручителя его компании АО ""Фирма ""Анта"" (бренд Carlo Pazolini), которой банк выдал кредит. Решение Басманного суда до сих пор не исполнено, в связи с чем банк подал заявление о банкротстве, отметил представитель заявителя. Как сообщил в августе 2016 года Альфа-банк, один из основных кредиторов сети обувных магазинов Carlo Pazolini, Высокий суд Лондона приговорил Резника к 18 месяцам заключения за ""неуважение к суду"", а также обязал компенсировать расходы истца в размере 80 тысяч долларов. Суд также обязал Резника раскрыть данные обо всех своих активах стоимостью дороже 10 тысяч долларов. Решение было вынесено по итогам рассмотрения обращения Альфа-банка, которому обувной ритейлер задолжал около 80 миллионов долларов. Поручителем по кредитам выступил сам владелец сети. Как ранее сообщали СМИ со ссылкой на представителей банка, Резник не раскрыл данные о размере личных активов в суде. Арбитражный суд Москвы 31 марта рассмотрит по существу дело о банкротстве ""Фирмы ""Анта"". Столичный арбитраж в августе прошлого года по заявлению Альфа-банка ввел в обувном ритейлере процедуру наблюдения. Суд тогда признал обоснованными требования банка к компании в размере около 863 миллионов рублей. Позже суд также признал долг ""Фирмы ""Анта"" перед Сбербанком в размере более 2,4 миллиарда рублей. Кроме того, к ритейлеру поданы требования Альфа-банка на 1,9 миллиарда рублей, Юникредит банка — на 540 миллионов рублей, Промсвязьбанка — на 533 миллиона рублей. Ранее суд включил в реестр долг перед АТБ Банком в размере около 739 миллионов рублей и NPL Invest Ltd в размере 532 миллиона рублей."
