11/04/17,"По итогам вчерашней торговой сессии рублевый индекс ММВБ проскользнул отметку 2000 и опустился к концу дня к 1,971.23, потеряв 2.4%. долларовый индекс РТС снизился на 2.5% до уровня 1,084.26 б.п. Вчера было много корпоративных новостей. Стоит отметить рост продаж Группой ""Алроса"" в марте этого года. Бумаги снизились на общем фоне к вечеру на 3%. ""Новатэк"" (-3.2%)  в I квартале 2017 года снизил добычу углеводородов на 8,5%. Товарная добыча природного газа сократилась на 8.8%.  При этом объем реализации природного газа по предварительным данным составил на 5.5% выше аналогичного показателя первого квартала 2016 года. В лидерах падения в понедельник оказались акции ""Распадской"", ""РусГидро"", потерявшие более 6%. Также сильно упали котировки бумаг ""Россетей"" и ""ИНТЕР РАО"", упавшие почти на 5%. Среди ""голубых"" фишек"" на 4.2% просели ап ""Сбербанка"". Почти 2% потерял ""Газпром"", акции ""Роснефти"" упали на 2.6%. Сектору не помогла даже растущая нефть."
11/04/17,"По состоянию на 11.41 мск стоимость глобальных депозитарных расписок (GDR) ""Роснефти"" росла на 0,31%, до 5,72 доллара, ""Лукойла"" - на 0,58%, до 52,05 доллара, ""Новатэка"" - снижалась на 0,4%, до 123,60 доллара. Бумаги ""Газпрома"" дорожали на 0,91%, до 4,42 доллара, а ""Газпром нефти"" - на 0,99%, до 17,78 доллара. Цена бумаг ВТБ росла на 0,78%, до 2,21 доллара, Сбербанка - на 1,67%, до 11,24 доллара. Стоимость расписок TCS Group Holding Plc поднимались в цене на 0,23%, до 11,02 доллара. Стоимость расписок ""Норникеля"" росла на 0,4%, до 15,82 доллара, ""Северстали"" - снижалась на 0,07%, до 14,24 доллара. Расписки НЛМК дорожали на 1,47%, достигая значения в 18,98 доллара. Бумаги ""Магнита"" поднимались в цене на 0,68%, до 37,56 доллара, ""Ленты"" - на 2,08%, до 6,86 доллара. Бумаги АФК ""Система"" дорожали на 2,32%, до 8,39 доллара."
11/04/17,"""Газпром"" ожидает решения Стокгольмского арбитража по судебному процессу о поставках газа Украине до 30 апреля, по делу о транзите газа через Украину — до 30 июня, сообщалось ранее в отчете российской компании. Гройсман отметил, что считает правовую позицию Украины в Стокгольмском суде по газовому делу достаточно сильной, однако он не стал прогнозировать возможный вердикт суда. ""Если мы выиграем, справедливость восстановится по отношению к Украине. Если, не дай Бог, будет другое решение суда – это десятки миллиардов долларов, которые не могут быть предъявлены Украине, на мой взгляд, это последствие подписания контракта Тимошенко… Придется передать Тимошенко вместо денег, если она подписала, пусть она несет ответственность, почему за это должны платить все украинские граждане"", - сказал Гройсман на пресс-конференции во вторник. ""Газпром"" и ""Нафтогаз Украины"" судятся в Стокгольмском арбитраже с июня 2014 года. Предметом исков являются контракты на поставку газа из РФ на Украину и транзит газа через территорию Украины от 2009 года."
11/04/17,"Договор с Eustream a.s. на ""доступ к газотранспортной сети и транспортировке газа"" действует в период с 1 марта 2017 года по 1 октября 2050 года. Стоимость договора составляет 5,3 миллиарда евро (325,357 миллиарда рублей). Кроме того ""Газпром экспорт"" опубликовал договор с NET4GAS s.r.o, который предполагает только транспортировку газа в период с 24 марта 2017 года по 31 декабря 2040 года. Стоимость этого договора составляет 5 миллиардов евро (310,479 миллиарда рублей). Ранее в 2016 году премьер‒министр Словакии Роберт Фицо выражал озабоченность в связи со строительством нового газопровода ""Северный поток‒2"", реализация которого может лишить Братиславу доходов от транзита газа через Украину в размере около 800 миллионов евро в год. ""Газпром"" планирует построить два новых морских газопровода для поставок в Европу — по дну Балтийского и Черного морей. При этом открытым остается вопрос о заключении с Украиной нового транзитного контракта взамен истекающего в 2019 году и его параметрах. В феврале президент РФ Владимир Путин говорил, что транзит российского газа через Украину в ЕС может сохраниться после 2019 года, если это будет экономически целесообразно."
11/04/17,"При этом лидером по комиссиям за инвестиционно-банковские услуги стал ""ВТБ Капитал"", заработавший 23,4 миллиона долларов (37% от объема рынка). JP Morgan стал вторым, заработав 6,9 миллиона долларов с долей в 10,8%. ""Газпром"" занял третье место с 5,1 миллиона долларов и долей в 8,1%. За отчетный период общая сумма объявленных сделок слияния и поглощения с участием российских компаний достигла 2,8 миллиарда долларов. Это на 10% меньше показателя за аналогичный период 2016 года. ""Наибольшая активность в первом квартале 2017 года наблюдалась в секторах энергетики и сырья: сделки в данном секторе составили 86% от всех российских целевых сделок по слиянию и поглощению"", - отмечают авторы исследования. Deutsche Bank стал лидером рейтинга слияний и поглощений, заработав 1,9 миллиарда долларов (66% доли рынка). Второе место разделили KPMG и ""ВТБ Капитал"", доля каждой из которых составила 7% (200 миллионов долларов). ""Тайга Капитал"" заработала 15 миллионов долларов и стала третьей, получив 0,5% рынка. В первом квартале стоимость выпущенных долговых инструментов составила 7,3 миллиарда долларов, что в два с лишним раза превышает аналогичный показатель за прошлый год. Это лучший показатель по первому кварталу с 2013 года."
11/04/17,"""По итогам международного тендера, Nord Stream 2 AG подписал контракт с компанией Allseas на трубоукладку ""Северного потока-2"" через Балтийское море. Компания (Allseas - ред.) будет выполнять работы в 2018 и 2019 годы. Allseas будет использовать три судна для прокладки труб — Pioneering Spirit, Solitaire и Audacia"", - сообщается в пресс-релизе. Другие тендеры, включая трубоукладку в прибрежных водах в России и Германии, продолжаются, отмечается в сообщении. Проект ""Северный поток-2"" предполагает строительство двух ниток газопровода общей мощностью 55 миллиардов кубометров газа в год от побережья России через Балтийское море до Германии. Новый трубопровод планируется построить рядом с ""Северным потоком"". Ранее партнеры по проекту ""Северный поток-2"" - Engie, ""Газпром"", OMV, Shell, Uniper и Wintershall сообщали, что решили отозвать поданное в Польше уведомление о создании совместного предприятия для строительства газопровода. Планировалось, что зарубежные компании станут акционерами (с долями по 10%) компании Nord Stream 2, которая в настоящее время на 100% принадлежит ""Газпрому"". Окончательная структура проекта пока не определена."
11/04/17,"Договор заключен с АК ""Узтрансгаз"", отмечается в документе. В начале апреля ""Газпром"" заключил с Узбекистаном пятилетний контракт на покупку ежегодно 4 миллиардов кубометров газа начиная с 2018 года. В конце марта глава ""Газпрома"" Алексей Миллер сообщил, что ""Газпром"" договорился с Узбекистаном впервые подписать пятилетний контракт о закупке природного газа в республике. Ранее в материалах ко встрече глав правительств России и Узбекистана сообщалось, что ""Газпром"" планирует в 2017 году закупить в Узбекистане 5 миллиардов кубометров природного газа против 6,2 миллиарда кубометров по итогам 2016 года. В 2002 году ""Газпром"" и ""Узбекнефтегаз"" подписали соглашение о стратегическом сотрудничестве, предусматривающее участие ""Газпрома"" в проектах добычи природного газа на территории Узбекистана на условиях СРП. ""Узбекнефтегаз"" занимается разведкой, добычей, переработкой, транспортировкой, хранением и реализацией нефти и газа. С 2004 года ""Газпром"" на условиях СРП участвует в восстановлении добычи газа на месторождении Шахпахты. В 2006 году компании подписали соглашение об основных принципах проведения геологического изучения недр инвестиционных блоков Устюртского региона республики. Оператором проекта является компания Gazprom International. В 2009 году на Шахпахтинском блоке открыто газоконденсатное месторождение Джел."
11/04/17,"По итогам торгов стоимость глобальных депозитарных расписок (GDR) ""Роснефти"" выросла на 0,44% - до 5,72 доллара, ""Лукойла"" – на 0,39%, до 51,95 доллара, ""Новатэка"" - на 0,24%, до 124,40 доллара. Бумаги ""Газпрома"" опустились в цене на 0,35% - до 4,36 доллара, а цена расписок ""Газпром нефти"" осталась на уровне закрытия торгов понедельника в 17,60 доллара. Стоимость бумаг ""Норникеля"" увеличилась на 0,57% - до 15,85 доллара, НЛМК – на 1,07%, до 18,90 доллара. Расписки ""Северстали"" упали в цене на 1,05%, до 14,10 доллара. Бумаги ВТБ подешевели на 0,32% - до 2,18 доллара, Сбербанка – подорожали на 0,36%, до 11,10 доллара. Стоимость расписок TCS Group Holding Plc, в которую входит ""Тинькофф банк"", выросла на 0,45%, до 11,05 доллара. Бумаги ""Магнита"" подешевели на 1,29% - до 36,82 доллара, ""Ленты"" – подорожали на 0,89%, до 6,78 доллара. Стоимость бумаг АФК ""Система"" снизилась на 0,61%, до 8,15 доллара."
12/04/17,"Договор заключен с АК ""Узтрансгаз"", отмечается в документе. В начале апреля ""Газпром"" заключил с Узбекистаном пятилетний контракт на покупку ежегодно 4 миллиардов кубометров газа начиная с 2018 года. В конце марта глава ""Газпрома"" Алексей Миллер сообщил, что ""Газпром"" договорился с Узбекистаном впервые подписать пятилетний контракт о закупке природного газа в республике. Ранее в материалах ко встрече глав правительств России и Узбекистана сообщалось, что ""Газпром"" планирует в 2017 году закупить в Узбекистане 5 миллиардов кубометров природного газа против 6,2 миллиарда кубометров по итогам 2016 года. В 2002 году ""Газпром"" и ""Узбекнефтегаз"" подписали соглашение о стратегическом сотрудничестве, предусматривающее участие ""Газпрома"" в проектах добычи природного газа на территории Узбекистана на условиях СРП. ""Узбекнефтегаз"" занимается разведкой, добычей, переработкой, транспортировкой, хранением и реализацией нефти и газа. С 2004 года ""Газпром"" на условиях СРП участвует в восстановлении добычи газа на месторождении Шахпахты. В 2006 году компании подписали соглашение об основных принципах проведения геологического изучения недр инвестиционных блоков Устюртского региона республики. Оператором проекта является компания Gazprom International. В 2009 году на Шахпахтинском блоке открыто газоконденсатное месторождение Джел."
12/04/17,"""Русгазальянс"" создан как оператор разработки Парусового, Северо-Парусового и Семаковского месторождений в Ямало-Ненецком АО. Как пояснил изданию Оболенский, лицензии на них принадлежат ""Газпрому"", но предполагается, что он внесет их в СП. По его словам, сроки внесения могут занять до года. В свою очередь, ""Русгаздобыча"" обеспечит привлечение инвестиций в разработку - 70-80 миллиардов рублей. СП разработает обоснование инвестиций, проведет проектно-изыскательские работы и подготовит проектную документацию по обустройству месторождений и созданию транспортной инфраструктуры до трубы ""Газпрома"", сообщает газета. Добыча к 2030 году должна составить около 16,5 миллиарда кубометров газа. ""Газпром"" не прокомментировал ситуацию для издания. Как отмечает газета, изначально предполагалось, что эти три месторождения могут стать ресурсной базой для производства минеральных удобрений на Дальнем Востоке. Реализацию проекта начал бизнесмен Аркадий Ротенберг, создав вместе с Оболенским Национальную газовую группу и ряд других структур. В 2015 году партнеры подписали с ""Газпром межрегионгазом"" контракт на 20 лет на поставку для Находкинского завода минудобрений 3,15 миллиарда кубометров газа в год. Но в ноябре 2016 года Ротенберг продал все связанные с химзаводом активы своему партнеру. На Дальнем Востоке предполагается производить метанол, аммиак и карбамид. Сейчас, по словам Оболенского, идут переговоры с российскими и иностранными инвесторами об участии в строительстве завода. В конце 2016 года перешедшая к бизнесмену Национальная газовая компания создала с ""Газпромом"" еще одно СП — ""Русхимальянс"" - для проекта химзавода."
